asset_ref,taxonomy,lon,lat,probability(structural-no_damage),probability(structural-slight),probability(structural-moderate),probability(structural-extensive),probability(structural-complete)
CA-T6097153808-PC-C3,C3L-PC,-1.23E+02,3.85E+01,0.0215,0.1256,0.194,0.1705,0.49
CA-T6097153808-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.1776,0.1337,0.1005,0.0882,0.5
CA-T6097153808-PC-PC,PC2L-PC,-1.23E+02,3.85E+01,0.0299,0.1854,0.1559,0.148,0.48
CA-T6097153808-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.2097,0.1991,0.0036,0.1151,0.47
CA-T6097153808-PC-S2,S2L-PC,-1.23E+02,3.85E+01,0.1849,0.1649,0.1326,0.0523,0.47
CA-T6097153808-PC-S3,S3-PC,-1.23E+02,3.85E+01,0.1961,0.0968,0.0798,0.183,0.44
CA-T6097153808-PC-S4,S4L-PC,-1.23E+02,3.85E+01,0.1938,0.1406,0.0602,0.0538,0.55
CA-T6097153808-PC-S5,S5L-PC,-1.23E+02,3.85E+01,0.0864,0.0665,0.1849,0.1424,0.52
CA-T6097153808-PC-UR,URML-PC,-1.23E+02,3.85E+01,0.141,0.1863,0.1288,0.0051,0.54
CA-T6097153808-PC-W1,W1-PC,-1.23E+02,3.85E+01,0.0218,0.0982,0.0424,0.0308,0.81
CA-T6097153808-PC-S1,S1M-PC,-1.23E+02,3.85E+01,0.0889,0.014,0.0389,0.0606,0.8
CA-T6097153808-PC-S2,S2M-PC,-1.23E+02,3.85E+01,0.1115,0.108,0.1179,0.0279,0.63
CA-T6097153808-PC-S4,S4M-PC,-1.23E+02,3.85E+01,0.023,0.1722,0.0663,0.0671,0.67
CA-T6097153808-PC-C1,C1M-PC,-1.23E+02,3.85E+01,0.0469,0.1574,0.0688,0.0859,0.64
CA-T6097153808-PC-C2,C2M-PC,-1.23E+02,3.85E+01,0.1012,0.0661,0.1392,0.1722,0.52
CA-T6097153808-PC-C3,C3M-PC,-1.23E+02,3.85E+01,0.1739,0.1694,0.0638,0.1196,0.47
CA-T6097153808-PC-PC,PC2M-PC,-1.23E+02,3.85E+01,0.1509,0.0183,0.0711,0.1819,0.58
CA-T6097153808-PC-RM,RM1M-PC,-1.23E+02,3.85E+01,0.1202,0.1036,0.1063,0.068,0.6
CA-T6097153808-PC-RM,RM2M-PC,-1.23E+02,3.85E+01,0.0106,0.1252,0.058,0.0308,0.78
CA-T6097153808-PC-S1,S1H-PC,-1.23E+02,3.85E+01,0.0286,0.0557,0.1332,0.1023,0.68
CA-T6097153808-PC-S2,S2H-PC,-1.23E+02,3.85E+01,0.0723,0.045,0.1853,0.1312,0.57
CA-T6097153808-PC-S4,S4H-PC,-1.23E+02,3.85E+01,0.0586,0.0999,0.1591,0.0599,0.62
CA-T6097153808-PC-C1,C1H-PC,-1.23E+02,3.85E+01,0.2351,0.0067,0.0183,0.116,0.62
CA-T6097153808-PC-C2,C2H-PC,-1.23E+02,3.85E+01,0.1074,0.0745,0.1602,0.1489,0.51
CA-T6097153808-PC-C3,C3H-PC,-1.23E+02,3.85E+01,0.187,0.1523,0.0802,0.1497,0.43
CA-T6097153808-PC-PC,PC2H-PC,-1.23E+02,3.85E+01,0.0803,0.1846,0.1861,0.0364,0.51
CA-T6097154100-PC-C2,C2L-PC,-1.23E+02,3.87E+01,0.198,0.0342,0.1477,0.1575,0.46
CA-T6097154100-PC-C3,C3L-PC,-1.23E+02,3.87E+01,0.082,0.0515,0.0829,0.0557,0.73
CA-T6097154100-PC-MH,MH-PC,-1.23E+02,3.87E+01,0.1286,0.0947,0.1262,0.0114,0.64
CA-T6097154100-PC-RM,RM1L-PC,-1.23E+02,3.87E+01,0.0059,0.0121,0.0202,0.1943,0.77
CA-T6097154100-PC-S3,S3-PC,-1.23E+02,3.87E+01,0.0641,0.0768,0.136,0.1076,0.62
CA-T6097154100-PC-S4,S4L-PC,-1.23E+02,3.87E+01,0.1768,0.1643,0.039,0.0352,0.58
CA-T6097154100-PC-S5,S5L-PC,-1.23E+02,3.87E+01,0.1907,0.052,0.1663,0.039,0.55
CA-T6097154100-PC-UR,URML-PC,-1.23E+02,3.87E+01,0.0566,0.1069,0.0705,0.0038,0.76
CA-T6097154100-PC-W1,W1-PC,-1.23E+02,3.87E+01,0.0911,0.1923,0.0591,0.0509,0.61
CA-T6097153806-PC-C2,C2L-PC,-1.23E+02,3.86E+01,0.0173,0.1041,0.0842,0.0956,0.7
CA-T6097153806-PC-C3,C3L-PC,-1.23E+02,3.86E+01,0.1299,0.0949,0.1159,0.1084,0.55
CA-T6097153806-PC-MH,MH-PC,-1.23E+02,3.86E+01,0.2441,0.1679,0.1575,0.0021,0.43
CA-T6097153806-PC-PC,PC2L-PC,-1.23E+02,3.86E+01,0.2039,0.0197,0.0082,0.0438,0.72
CA-T6097153806-PC-RM,RM1L-PC,-1.23E+02,3.86E+01,0.0199,0.0533,0.1614,0.0739,0.69
CA-T6097153806-PC-S3,S3-PC,-1.23E+02,3.86E+01,0.1806,0.1678,0.1713,0.0064,0.47
CA-T6097153806-PC-S4,S4L-PC,-1.23E+02,3.86E+01,0.1484,0.1325,0.1212,0.1484,0.45
CA-T6097153806-PC-S5,S5L-PC,-1.23E+02,3.86E+01,0.1737,0.1839,0.0048,0.1768,0.46
CA-T6097153806-PC-W1,W1-PC,-1.23E+02,3.86E+01,0.0664,0.0711,0.1526,0.1998,0.51
CA-T6041133000-PC-C2,C2L-PC,-1.23E+02,3.82E+01,0.0646,0.0244,0.1868,0.0709,0.65
CA-T6041133000-PC-C3,C3L-PC,-1.23E+02,3.82E+01,0.0343,0.0734,0.1494,0.0448,0.7
CA-T6041133000-PC-MH,MH-PC,-1.23E+02,3.82E+01,0.2464,0.1304,0.1932,0.0685,0.36
CA-T6041133000-PC-PC,PC2L-PC,-1.23E+02,3.82E+01,0.2042,0.0552,0.1318,0.027,0.58
CA-T6041133000-PC-RM,RM1L-PC,-1.23E+02,3.82E+01,0.053,0.0988,0.0895,0.1367,0.62
CA-T6041133000-PC-S1,S1L-PC,-1.23E+02,3.82E+01,0.2321,0.1254,0.112,0.1394,0.39
CA-T6041133000-PC-S2,S2L-PC,-1.23E+02,3.82E+01,0.2327,0.1359,0.0495,0.1915,0.39
CA-T6041133000-PC-S3,S3-PC,-1.23E+02,3.82E+01,0.0331,0.0872,0.0378,0.0536,0.79
CA-T6041133000-PC-S4,S4L-PC,-1.23E+02,3.82E+01,0.1505,0.1261,0.1387,0.0066,0.58
CA-T6041133000-PC-S5,S5L-PC,-1.23E+02,3.82E+01,0.016,0.136,0.1068,0.1135,0.63
CA-T6041133000-PC-UR,URML-PC,-1.23E+02,3.82E+01,0.1521,0.0779,0.1597,0.0137,0.6
CA-T6041133000-PC-W1,W1-PC,-1.23E+02,3.82E+01,0.2197,0.086,0.0339,0.195,0.47
CA-T6097153005-PC-C2,C2L-PC,-1.23E+02,3.84E+01,0.2275,0.0089,0.1219,0.0257,0.62
CA-T6097153005-PC-C3,C3L-PC,-1.23E+02,3.84E+01,0.1467,0.1035,0.0049,0.1201,0.62
CA-T6097153005-PC-MH,MH-PC,-1.23E+02,3.84E+01,0.0489,0.0104,0.1752,0.082,0.68
CA-T6097153005-PC-PC,PC2L-PC,-1.23E+02,3.84E+01,0.2397,0.1635,0.1943,0.1563,0.25
CA-T6097153005-PC-RM,RM1L-PC,-1.23E+02,3.84E+01,0.2216,0.0463,0.1488,0.0223,0.56
CA-T6097153005-PC-S3,S3-PC,-1.23E+02,3.84E+01,0.21,0.0849,0.1267,0.1886,0.39
CA-T6097153005-PC-S4,S4L-PC,-1.23E+02,3.84E+01,0.0562,0.159,0.0387,0.0444,0.7
CA-T6097153005-PC-S5,S5L-PC,-1.23E+02,3.84E+01,0.1983,0.0717,0.0732,0.0091,0.65
CA-T6097153005-PC-UR,URML-PC,-1.23E+02,3.84E+01,0.0724,0.1533,0.0796,0.0205,0.67
CA-T6097153005-PC-W1,W1-PC,-1.23E+02,3.84E+01,0.2228,0.0859,0.0777,0.1204,0.49
CA-T6097152906-PC-C2,C2L-PC,-1.23E+02,3.85E+01,0.1027,0.1073,0.1823,0.112,0.5
CA-T6097152906-PC-C3,C3L-PC,-1.23E+02,3.85E+01,0.1716,0.0761,0.1424,0.0576,0.55
CA-T6097152906-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.044,0.1102,0.1831,0.0234,0.64
CA-T6097152906-PC-PC,PC2L-PC,-1.23E+02,3.85E+01,0.2107,0.072,0.1014,0.1093,0.51
CA-T6097152906-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.0409,0.0129,0.1549,0.1683,0.62
CA-T6097152906-PC-S1,S1L-PC,-1.23E+02,3.85E+01,0.2165,0.1487,0.1272,0.0374,0.47
CA-T6097152906-PC-S2,S2L-PC,-1.23E+02,3.85E+01,0.0154,0.1152,0.0917,0.1257,0.65
CA-T6097152906-PC-S3,S3-PC,-1.23E+02,3.85E+01,0.2126,0.1102,0.1389,0.0802,0.46
CA-T6097152906-PC-S4,S4L-PC,-1.23E+02,3.85E+01,0.0722,0.1126,0.1412,0.0938,0.58
CA-T6097152906-PC-S5,S5L-PC,-1.23E+02,3.85E+01,0.0539,0.119,0.1249,0.0652,0.64
CA-T6097152906-PC-UR,URML-PC,-1.23E+02,3.85E+01,0.2224,0.0871,0.1587,0.1677,0.36
CA-T6097152906-PC-W1,W1-PC,-1.23E+02,3.85E+01,0.069,0.1361,0.0315,0.1497,0.61
CA-T6097153403-PC-C2,C2L-PC,-1.23E+02,3.84E+01,0.1105,0.0598,0.0088,0.0109,0.81
CA-T6097153403-PC-C3,C3L-PC,-1.23E+02,3.84E+01,0.2224,0.1984,0.1318,0.0047,0.44
CA-T6097153403-PC-MH,MH-PC,-1.23E+02,3.84E+01,0.2003,0.1935,0.0968,0.1538,0.36
CA-T6097153403-PC-PC,PC2L-PC,-1.23E+02,3.84E+01,0.058,0.1231,0.1333,0.1108,0.57
CA-T6097153403-PC-RM,RM1L-PC,-1.23E+02,3.84E+01,0.1695,0.1577,0.0628,0.1554,0.45
CA-T6097153403-PC-S1,S1L-PC,-1.23E+02,3.84E+01,0.1866,0.1279,0.0448,0.1355,0.51
CA-T6097153403-PC-S2,S2L-PC,-1.23E+02,3.84E+01,0.1857,0.0697,0.0802,0.0195,0.64
CA-T6097153403-PC-S3,S3-PC,-1.23E+02,3.84E+01,0.1331,0.1903,0.1753,0.0775,0.42
CA-T6097153403-PC-S4,S4L-PC,-1.23E+02,3.84E+01,0.0629,0.1546,0.0296,0.038,0.71
CA-T6097153403-PC-S5,S5L-PC,-1.23E+02,3.84E+01,0.229,0.1821,0.0343,0.0897,0.46
CA-T6097153403-PC-UR,URML-PC,-1.23E+02,3.84E+01,0.1274,0.1669,0.1191,0.1869,0.4
CA-T6097153403-PC-W1,W1-PC,-1.23E+02,3.84E+01,0.1239,0.0922,0.0921,0.1003,0.59
CA-T6097153501-PC-C2,C2L-PC,-1.23E+02,3.83E+01,0.2056,0.09,0.05,0.1271,0.53
CA-T6097153501-PC-C3,C3L-PC,-1.23E+02,3.83E+01,0.2243,0.1621,0.1326,0.1208,0.36
CA-T6097153501-PC-MH,MH-PC,-1.23E+02,3.83E+01,0.0901,0.0129,0.1178,0.1844,0.59
CA-T6097153501-PC-PC,PC2L-PC,-1.23E+02,3.83E+01,0.2184,0.154,0.1437,0.1483,0.34
CA-T6097153501-PC-RM,RM1L-PC,-1.23E+02,3.83E+01,0.1206,0.0812,0.1968,0.1085,0.49
CA-T6097153501-PC-S1,S1L-PC,-1.23E+02,3.83E+01,0.0553,0.0221,0.1296,0.1751,0.62
CA-T6097153501-PC-S2,S2L-PC,-1.23E+02,3.83E+01,0.148,0.1167,0.1902,0.0084,0.54
CA-T6097153501-PC-S3,S3-PC,-1.23E+02,3.83E+01,0.0349,0.0959,0.0905,0.0646,0.71
CA-T6097153501-PC-S4,S4L-PC,-1.23E+02,3.83E+01,0.0667,0.1333,0.1838,0.1176,0.5
CA-T6097153501-PC-S5,S5L-PC,-1.23E+02,3.83E+01,0.0828,0.0722,0.0599,0.1957,0.59
CA-T6097153501-PC-UR,URML-PC,-1.23E+02,3.83E+01,0.0262,0.0536,0.1107,0.1176,0.69
CA-T6097153501-PC-W1,W1-PC,-1.23E+02,3.83E+01,0.2358,0.1575,0.115,0.1913,0.3
CA-T6097152702-PC-C2,C2L-PC,-1.23E+02,3.85E+01,0.05,0.1908,0.0573,0.1115,0.59
CA-T6097152702-PC-C3,C3L-PC,-1.23E+02,3.85E+01,0.0755,0.0196,0.0208,0.007,0.88
CA-T6097152702-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.0819,0.1986,0.0904,0.1853,0.44
CA-T6097152702-PC-PC,PC2L-PC,-1.23E+02,3.85E+01,0.0202,0.0853,0.0449,0.0764,0.77
CA-T6097152702-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.2334,0.1248,0.1761,0.0191,0.45
CA-T6097152702-PC-S1,S1L-PC,-1.23E+02,3.85E+01,0.0749,0.1411,0.1645,0.1065,0.51
CA-T6097152702-PC-S2,S2L-PC,-1.23E+02,3.85E+01,0.0199,0.1413,0.0768,0.1549,0.61
CA-T6097152702-PC-S3,S3-PC,-1.23E+02,3.85E+01,0.1388,0.1962,0.0184,0.0167,0.63
CA-T6097152702-PC-S4,S4L-PC,-1.23E+02,3.85E+01,0.156,0.0864,0.0766,0.001,0.68
CA-T6097152702-PC-S5,S5L-PC,-1.23E+02,3.85E+01,0.1184,0.0785,0.0899,0.1926,0.52
CA-T6097152702-PC-UR,URML-PC,-1.23E+02,3.85E+01,0.1351,0.1829,0.1013,0.1446,0.44
CA-T6097152702-PC-W1,W1-PC,-1.23E+02,3.85E+01,0.136,0.0964,0.1296,0.143,0.49
CA-T6097153809-PC-C2,C2L-PC,-1.23E+02,3.85E+01,0.0198,0.027,0.0126,0.1002,0.84
CA-T6097153809-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.229,0.1457,0.035,0.0683,0.52
CA-T6097153809-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.0313,0.1369,0.048,0.1906,0.59
CA-T6097153809-PC-W1,W1-PC,-1.23E+02,3.85E+01,0.2154,0.0416,0.0024,0.0682,0.67
CA-T6097153300-PC-C2,C2L-PC,-1.23E+02,3.84E+01,0.0165,0.0989,0.1475,0.1106,0.63
CA-T6097153300-PC-C3,C3L-PC,-1.23E+02,3.84E+01,0.0247,0.0224,0.1888,0.0458,0.72
CA-T6097153300-PC-MH,MH-PC,-1.23E+02,3.84E+01,0.0237,0.0605,0.1523,0.0302,0.73
CA-T6097153300-PC-PC,PC2L-PC,-1.23E+02,3.84E+01,0.2268,0.0434,0.027,0.1425,0.56
CA-T6097153300-PC-RM,RM1L-PC,-1.23E+02,3.84E+01,0.0189,0.0772,0.0732,0.0629,0.77
CA-T6097153300-PC-S1,S1L-PC,-1.23E+02,3.84E+01,0.2495,0.131,0.0739,0.115,0.43
CA-T6097153300-PC-S2,S2L-PC,-1.23E+02,3.84E+01,0.0607,0.1871,0.0641,0.0642,0.62
CA-T6097153300-PC-S3,S3-PC,-1.23E+02,3.84E+01,0.0662,0.0347,0.1479,0.1542,0.6
CA-T6097153300-PC-S4,S4L-PC,-1.23E+02,3.84E+01,0.1448,0.0585,0.1265,0.0767,0.59
CA-T6097153300-PC-S5,S5L-PC,-1.23E+02,3.84E+01,0.1664,0.1353,0.0895,0.0181,0.59
CA-T6097153300-PC-UR,URML-PC,-1.23E+02,3.84E+01,0.1072,0.1695,0.0433,0.0715,0.61
CA-T6097153300-PC-W1,W1-PC,-1.23E+02,3.84E+01,0.0374,0.1582,0.0712,0.0972,0.64
CA-T6097152904-PC-C2,C2L-PC,-1.23E+02,3.85E+01,0.222,0.0967,0.0607,0.1858,0.43
CA-T6097152904-PC-C3,C3L-PC,-1.23E+02,3.85E+01,0.1212,0.0244,0.0213,0.087,0.75
CA-T6097152904-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.235,0.0706,0.1267,0.1035,0.46
CA-T6097152904-PC-PC,PC2L-PC,-1.23E+02,3.85E+01,0.0075,0.1521,0.0043,0.0552,0.78
CA-T6097152904-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.1346,0.0775,0.1157,0.0422,0.63
CA-T6097152904-PC-S1,S1L-PC,-1.23E+02,3.85E+01,0.2033,0.1339,0.0131,0.1669,0.48
CA-T6097152904-PC-S2,S2L-PC,-1.23E+02,3.85E+01,0.1951,0.1851,0.0859,0.0091,0.52
CA-T6097152904-PC-S3,S3-PC,-1.23E+02,3.85E+01,0.1326,0.0275,0.1029,0.0349,0.7
CA-T6097152904-PC-S4,S4L-PC,-1.23E+02,3.85E+01,0.1881,0.1754,0.1673,0.1851,0.28
CA-T6097152904-PC-S5,S5L-PC,-1.23E+02,3.85E+01,0.1643,0.0991,0.1777,0.1557,0.4
CA-T6097152904-PC-UR,URML-PC,-1.23E+02,3.85E+01,0.1734,0.0288,0.1842,0.0343,0.58
CA-T6097152904-PC-W1,W1-PC,-1.23E+02,3.85E+01,0.0495,0.1279,0.1171,0.017,0.69
CA-T6097152905-PC-C2,C2L-PC,-1.23E+02,3.85E+01,0.1282,0.1288,0.0999,0.0234,0.62
CA-T6097152905-PC-C3,C3L-PC,-1.23E+02,3.85E+01,0.2278,0.037,0.0695,0.1245,0.54
CA-T6097152905-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.1698,0.1634,0.1301,0.1968,0.34
CA-T6097152905-PC-PC,PC2L-PC,-1.23E+02,3.85E+01,0.1259,0.0251,0.0377,0.0231,0.79
CA-T6097152905-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.0124,0.1056,0.006,0.1906,0.69
CA-T6097152905-PC-S3,S3-PC,-1.23E+02,3.85E+01,0.1375,0.155,0.1772,0.0791,0.45
CA-T6097152905-PC-S4,S4L-PC,-1.23E+02,3.85E+01,0.1082,0.0115,0.0155,0.1476,0.72
CA-T6097152905-PC-S5,S5L-PC,-1.23E+02,3.85E+01,0.1805,0.0762,0.0771,0.1462,0.52
CA-T6097152905-PC-UR,URML-PC,-1.23E+02,3.85E+01,0.075,0.1428,0.0108,0.0501,0.72
CA-T6097152905-PC-W1,W1-PC,-1.23E+02,3.85E+01,0.2082,0.1817,0.167,0.0606,0.38
CA-T6097152905-PC-S1,S1M-PC,-1.23E+02,3.85E+01,0.1915,0.1851,0.1325,0.117,0.37
CA-T6097152905-PC-S2,S2M-PC,-1.23E+02,3.85E+01,0.0515,0.0538,0.1539,0.0145,0.73
CA-T6097152905-PC-S4,S4M-PC,-1.23E+02,3.85E+01,0.2116,0.1454,0.0775,0.0902,0.48
CA-T6097152905-PC-C1,C1M-PC,-1.23E+02,3.85E+01,0.1745,0.0286,0.1212,0.1872,0.49
CA-T6097152905-PC-C2,C2M-PC,-1.23E+02,3.85E+01,0.1938,0.1181,0.1515,0.0378,0.5
CA-T6097152905-PC-PC,PC2M-PC,-1.23E+02,3.85E+01,0.0035,0.1745,0.1166,0.0103,0.7
CA-T6097152905-PC-RM,RM1M-PC,-1.23E+02,3.85E+01,0.0212,0.1293,0.1529,0.184,0.51
CA-T6097152905-PC-RM,RM2M-PC,-1.23E+02,3.85E+01,0.0143,0.046,0.1986,0.0921,0.65
CA-T6097152905-PC-S1,S1H-PC,-1.23E+02,3.85E+01,0.1109,0.039,0.0318,0.0091,0.81
CA-T6097152905-PC-S2,S2H-PC,-1.23E+02,3.85E+01,0.0045,0.1802,0.0074,0.0168,0.79
CA-T6097152905-PC-S4,S4H-PC,-1.23E+02,3.85E+01,0.1866,0.12,0.0711,0.0006,0.62
CA-T6097152905-PC-C1,C1H-PC,-1.23E+02,3.85E+01,0.2167,0.0198,0.0271,0.1486,0.59
CA-T6097152905-PC-C2,C2H-PC,-1.23E+02,3.85E+01,0.155,0.0172,0.0085,0.1788,0.64
CA-T6097152905-PC-PC,PC2H-PC,-1.23E+02,3.85E+01,0.1534,0.1508,0.1319,0.132,0.43
CA-T6097152905-PC-RM,RM2H-PC,-1.23E+02,3.85E+01,0.0466,0.1967,0.0043,0.1259,0.63
CA-T6097153006-PC-C2,C2L-PC,-1.23E+02,3.84E+01,0.1722,0.1194,0.0467,0.0001,0.66
CA-T6097153006-PC-C3,C3L-PC,-1.23E+02,3.84E+01,0.1105,0.1486,0.0286,0.0235,0.69
CA-T6097153006-PC-MH,MH-PC,-1.23E+02,3.84E+01,0.076,0.0448,0.1132,0.0498,0.72
CA-T6097153006-PC-PC,PC2L-PC,-1.23E+02,3.84E+01,0.0598,0.0678,0.1939,0.188,0.49
CA-T6097153006-PC-RM,RM1L-PC,-1.23E+02,3.84E+01,0.0539,0.0938,0.0252,0.0466,0.78
CA-T6097153006-PC-S3,S3-PC,-1.23E+02,3.84E+01,0.0692,0.0417,0.0486,0.1636,0.68
CA-T6097153006-PC-S4,S4L-PC,-1.23E+02,3.84E+01,0.0211,0.0383,0.1254,0.0602,0.76
CA-T6097153006-PC-S5,S5L-PC,-1.23E+02,3.84E+01,0.2135,0.1642,0.1529,0.1129,0.36
CA-T6097153006-PC-UR,URML-PC,-1.23E+02,3.84E+01,0.0259,0.0734,0.0432,0.0239,0.83
CA-T6097153006-PC-W1,W1-PC,-1.23E+02,3.84E+01,0.0811,0.0135,0.074,0.1372,0.69
CA-T6097153006-PC-S1,S1M-PC,-1.23E+02,3.84E+01,0.0902,0.1511,0.1354,0.0439,0.58
CA-T6097153006-PC-S2,S2M-PC,-1.23E+02,3.84E+01,0.0862,0.1092,0.1008,0.0803,0.62
CA-T6097153006-PC-S4,S4M-PC,-1.23E+02,3.84E+01,0.1957,0.0021,0.1141,0.0449,0.64
CA-T6097153006-PC-C1,C1M-PC,-1.23E+02,3.84E+01,0.0769,0.0136,0.0972,0.0359,0.78
CA-T6097153006-PC-C2,C2M-PC,-1.23E+02,3.84E+01,0.141,0.1939,0.1716,0.0193,0.47
CA-T6097153006-PC-C3,C3M-PC,-1.23E+02,3.84E+01,0.2338,0.1313,0.1805,0.1626,0.29
CA-T6097153006-PC-PC,PC2M-PC,-1.23E+02,3.84E+01,0.2236,0.1283,0.1632,0.0169,0.47
CA-T6097153006-PC-RM,RM1M-PC,-1.23E+02,3.84E+01,0.1524,0.1502,0.1479,0.1272,0.42
CA-T6097153006-PC-RM,RM2M-PC,-1.23E+02,3.84E+01,0.1769,0.0329,0.0829,0.0675,0.64
CA-T6097153006-PC-UR,URMM-PC,-1.23E+02,3.84E+01,0.0655,0.1137,0.1371,0.0636,0.62
CA-T6097153006-PC-S1,S1H-PC,-1.23E+02,3.84E+01,0.1473,0.0728,0.1387,0.0888,0.55
CA-T6097153006-PC-S2,S2H-PC,-1.23E+02,3.84E+01,0.2469,0.0609,0.1326,0.171,0.39
CA-T6097153006-PC-S4,S4H-PC,-1.23E+02,3.84E+01,0.1751,0.0029,0.0645,0.0575,0.7
CA-T6097153006-PC-C1,C1H-PC,-1.23E+02,3.84E+01,0.1904,0.1421,0.092,0.0801,0.5
CA-T6097153006-PC-C2,C2H-PC,-1.23E+02,3.84E+01,0.072,0.0315,0.1417,0.0643,0.69
CA-T6097153006-PC-PC,PC2H-PC,-1.23E+02,3.84E+01,0.0084,0.0876,0.159,0.1088,0.64
CA-T6097151100-PC-C2,C2L-PC,-1.23E+02,3.83E+01,0.2141,0.0053,0.015,0.1406,0.63
CA-T6097151100-PC-C3,C3L-PC,-1.23E+02,3.83E+01,0.0236,0.0298,0.1596,0.0335,0.75
CA-T6097151100-PC-MH,MH-PC,-1.23E+02,3.83E+01,0.2079,0.0705,0.137,0.0703,0.51
CA-T6097151100-PC-PC,PC2L-PC,-1.23E+02,3.83E+01,0.134,0.1905,0.1436,0.0471,0.48
CA-T6097151100-PC-RM,RM1L-PC,-1.23E+02,3.83E+01,0.1937,0.0359,0.0046,0.081,0.68
CA-T6097151100-PC-S1,S1L-PC,-1.23E+02,3.83E+01,0.2441,0.1451,0.0201,0.1519,0.44
CA-T6097151100-PC-S2,S2L-PC,-1.23E+02,3.83E+01,0.0226,0.1873,0.0237,0.1318,0.63
CA-T6097151100-PC-S3,S3-PC,-1.23E+02,3.83E+01,0.0988,0.1862,0.0019,0.1251,0.59
CA-T6097151100-PC-S4,S4L-PC,-1.23E+02,3.83E+01,0.0855,0.0514,0.1275,0.1994,0.54
CA-T6097151100-PC-S5,S5L-PC,-1.23E+02,3.83E+01,0.2445,0.0551,0.0106,0.1304,0.56
CA-T6097151100-PC-UR,URML-PC,-1.23E+02,3.83E+01,0.131,0.023,0.0061,0.0009,0.84
CA-T6097151100-PC-W1,W1-PC,-1.23E+02,3.83E+01,0.2419,0.0828,0.0621,0.1694,0.44
CA-T6097153807-PC-MH,MH-PC,-1.23E+02,3.86E+01,0.1269,0.0188,0.0512,0.1403,0.66
CA-T6097153807-PC-RM,RM1L-PC,-1.23E+02,3.86E+01,0.2344,0.032,0.0073,0.0021,0.72
CA-T6097153807-PC-W1,W1-PC,-1.23E+02,3.86E+01,0.1619,0.0714,0.0628,0.1268,0.58
CA-T6097152801-PC-C2,C2L-PC,-1.23E+02,3.85E+01,0.1229,0.071,0.1481,0.0443,0.61
CA-T6097152801-PC-C3,C3L-PC,-1.23E+02,3.85E+01,0.2282,0.1191,0.1671,0.049,0.44
CA-T6097152801-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.1366,0.0686,0.1771,0.1,0.52
CA-T6097152801-PC-PC,PC2L-PC,-1.23E+02,3.85E+01,0.0122,0.1921,0.0432,0.1513,0.6
CA-T6097152801-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.0822,0.04,0.1813,0.1045,0.59
CA-T6097152801-PC-S2,S2L-PC,-1.23E+02,3.85E+01,0.089,0.1753,0.1903,0.0619,0.48
CA-T6097152801-PC-S3,S3-PC,-1.23E+02,3.85E+01,0.1225,0.1037,0.1658,0.1846,0.42
CA-T6097152801-PC-S4,S4L-PC,-1.23E+02,3.85E+01,0.1469,0.1608,0.0193,0.1583,0.51
CA-T6097152801-PC-S5,S5L-PC,-1.23E+02,3.85E+01,0.2252,0.1001,0.1493,0.0503,0.48
CA-T6097152801-PC-UR,URML-PC,-1.23E+02,3.85E+01,0.1627,0.0758,0.1212,0.0858,0.55
CA-T6097152801-PC-W1,W1-PC,-1.23E+02,3.85E+01,0.1394,0.0576,0.0373,0.1474,0.62
CA-T6097152903-PC-C2,C2L-PC,-1.23E+02,3.85E+01,0.1845,0.1154,0.1063,0.0918,0.5
CA-T6097152903-PC-C3,C3L-PC,-1.23E+02,3.85E+01,0.0322,0.149,0.142,0.1859,0.49
CA-T6097152903-PC-MH,MH-PC,-1.23E+02,3.85E+01,0.2267,0.0981,0.1946,0.0807,0.4
CA-T6097152903-PC-PC,PC2L-PC,-1.23E+02,3.85E+01,0.1322,0.1441,0.0865,0.075,0.56
CA-T6097152903-PC-RM,RM1L-PC,-1.23E+02,3.85E+01,0.0303,0.132,0.0126,0.1902,0.63
CA-T6097152903-PC-S1,S1L-PC,-1.23E+02,3.85E+01,0.222,0.1889,0.1057,0.1483,0.34
CA-T6097152903-PC-S2,S2L-PC,-1.23E+02,3.85E+01,0.1203,0.0931,0.0019,0.1989,0.59
CA-T6097152903-PC-S3,S3-PC,-1.23E+02,3.85E+01,0.0863,0.0802,0.037,0.1107,0.69
CA-T6097152903-PC-S4,S4L-PC,-1.23E+02,3.85E+01,0.0387,0.0923,0.1025,0.0111,0.76
CA-T6097152903-PC-S5,S5L-PC,-1.23E+02,3.85E+01,0.0579,0.0744,0.1882,0.0351,0.64
CA-T6097152903-PC-UR,URML-PC,-1.23E+02,3.85E+01,0.1646,0.02,0.0113,0.0901,0.71
